時間,地點1,小客車交通量,小貨車交通量,大客車交通量,大貨車交通量,聯結車交通量,小客車車速,小貨車車速,大客車車速,大貨車車速,聯結車車速
2,1774,91.0,16.0,3.0,5.0,5.0,108.0,108.0,100.0,97.0,93.0
2,1774,31.0,12.0,5.0,5.0,3.0,111.0,111.0,100.0,100.0,90.0
2,1802,77.0,8.0,1.0,6.0,6.0,115.0,99.0,97.0,99.0,90.0
2,1802,47.0,15.0,2.0,2.0,1.0,108.0,108.0,95.0,102.0,75.0
2,1839,74.0,9.0,0.0,3.0,5.0,111.0,104.0,0.0,104.0,86.0
2,1839,55.0,9.0,0.0,2.0,2.0,108.0,108.0,0.0,93.0,88.0
2,1906,104.0,15.0,2.0,5.0,3.0,108.0,104.0,95.0,93.0,86.0
2,1906,53.0,9.0,3.0,2.0,1.0,108.0,111.0,93.0,91.0,68.0
2,1906,2.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0
2,1906,2.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0
2,1960,93.0,15.0,1.0,8.0,2.0,111.0,111.0,97.0,97.0,88.0
2,1960,26.0,8.0,1.0,1.0,5.0,81.0,79.0,68.0,72.0,64.0
2,1960,12.0,2.0,0.0,1.0,1.0,81.0,79.0,0.0,82.0,61.0
2,1960,58.0,11.0,4.0,5.0,4.0,111.0,111.0,97.0,86.0,84.0
2,2011,78.0,11.0,2.0,7.0,5.0,115.0,104.0,90.0,90.0,86.0
2,2011,64.0,7.0,3.0,3.0,5.0,108.0,108.0,93.0,100.0,82.0
2,2089,84.0,22.0,2.0,7.0,8.0,111.0,108.0,100.0,93.0,90.0
2,2089,71.0,9.0,1.0,3.0,6.0,111.0,104.0,97.0,93.0,86.0
2,2156,109.0,22.0,1.0,11.0,5.0,111.0,111.0,97.0,97.0,86.0
2,2156,53.0,9.0,1.0,4.0,4.0,111.0,111.0,97.0,86.0,86.0
2,2249,98.0,18.0,1.0,9.0,7.0,115.0,109.0,97.0,93.0,86.0
2,2249,55.0,13.0,3.0,4.0,2.0,104.0,104.0,93.0,100.0,86.0
2,2322,84.0,21.0,2.0,5.0,5.0,108.0,104.0,88.0,100.0,86.0
2,2322,42.0,18.0,3.0,4.0,2.0,111.0,108.0,104.0,93.0,81.0
2,2394,83.0,15.0,2.0,12.0,8.0,111.0,111.0,100.0,93.0,91.0
2,2394,42.0,14.0,3.0,2.0,4.0,111.0,108.0,108.0,95.0,86.0
2,2425,79.0,18.0,3.0,6.0,1.0,115.0,111.0,104.0,109.0,93.0
2,2425,43.0,12.0,3.0,3.0,4.0,111.0,106.0,97.0,100.0,86.0
2,2472,74.0,19.0,2.0,6.0,5.0,115.0,111.0,100.0,104.0,93.0
2,2472,44.0,11.0,2.0,5.0,2.0,111.0,108.0,90.0,100.0,88.0
2,2514,63.0,17.0,0.0,3.0,9.0,115.0,108.0,0.0,90.0,86.0
2,2514,46.0,20.0,4.0,1.0,1.0,108.0,104.0,95.0,97.0,93.0
2,2603,51.0,12.0,0.0,9.0,11.0,111.0,111.0,0.0,97.0,82.0
2,2603,32.0,13.0,4.0,1.0,4.0,108.0,104.0,97.0,90.0,84.0
2,2674,43.0,10.0,1.0,4.0,10.0,108.0,108.0,97.0,73.0,82.0
2,2674,36.0,18.0,3.0,6.0,7.0,109.0,102.0,93.0,93.0,79.0
2,2714,43.0,10.0,2.0,7.0,13.0,111.0,106.0,88.0,90.0,82.0
2,2714,41.0,10.0,0.0,3.0,4.0,111.0,106.0,0.0,90.0,82.0
2,2827,42.0,10.0,1.0,4.0,10.0,115.0,104.0,90.0,91.0,86.0
2,2827,75.0,14.0,0.0,7.0,3.0,108.0,109.0,0.0,90.0,79.0
2,2866,45.0,10.0,1.0,9.0,6.0,111.0,111.0,104.0,93.0,82.0
2,2866,67.0,13.0,2.0,8.0,4.0,111.0,108.0,75.0,93.0,79.0
2,2930,53.0,13.0,0.0,3.0,7.0,111.0,115.0,0.0,93.0,75.0
2,2930,51.0,19.0,2.0,3.0,1.0,111.0,108.0,90.0,86.0,97.0
2,3019,42.0,16.0,1.0,5.0,5.0,115.0,109.0,108.0,93.0,75.0
2,3019,67.0,18.0,1.0,6.0,1.0,111.0,109.0,97.0,95.0,86.0
2,3083,54.0,14.0,2.0,5.0,13.0,115.0,109.0,102.0,90.0,86.0
2,3083,80.0,16.0,3.0,5.0,2.0,109.0,106.0,97.0,90.0,88.0
2,3126,55.0,16.0,2.0,6.0,23.0,111.0,108.0,97.0,91.0,82.0
2,3126,56.0,16.0,3.0,2.0,4.0,108.0,111.0,90.0,82.0,79.0
2,3126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,3126,2.0,1.0,0.0,0.0,0.0,90.0,97.0,0.0,0.0,0.0
2,3185,50.0,17.0,3.0,3.0,7.0,111.0,108.0,93.0,86.0,82.0
2,3185,2.0,1.0,0.0,0.0,0.0,88.0,90.0,0.0,0.0,0.0
2,3185,1.0,0.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0
2,3185,47.0,17.0,0.0,4.0,2.0,108.0,108.0,0.0,97.0,82.0
2,3227,57.0,11.0,0.0,4.0,6.0,111.0,100.0,0.0,81.0,75.0
2,3227,66.0,14.0,2.0,2.0,3.0,111.0,106.0,97.0,95.0,86.0
2,3252,62.0,17.0,0.0,2.0,9.0,108.0,104.0,0.0,81.0,75.0
2,3252,52.0,8.0,2.0,7.0,1.0,104.0,100.0,97.0,97.0,93.0
2,3286,49.0,14.0,0.0,3.0,6.0,108.0,100.0,0.0,93.0,79.0
2,3286,67.0,15.0,0.0,1.0,5.0,108.0,108.0,0.0,97.0,86.0
2,3366,49.0,11.0,0.0,4.0,7.0,111.0,108.0,0.0,99.0,82.0
2,3366,72.0,15.0,0.0,2.0,4.0,115.0,115.0,0.0,106.0,88.0
2,3398,51.0,16.0,1.0,6.0,9.0,111.0,111.0,97.0,93.0,90.0
2,3398,81.0,14.0,2.0,1.0,3.0,111.0,109.0,88.0,97.0,86.0
2,3460,57.0,14.0,2.0,2.0,6.0,108.0,106.0,86.0,88.0,84.0
2,3460,65.0,17.0,2.0,2.0,2.0,108.0,104.0,93.0,104.0,77.0
2,3535,45.0,12.0,0.0,1.0,6.0,104.0,97.0,0.0,68.0,68.0
2,3535,71.0,13.0,1.0,3.0,2.0,100.0,104.0,97.0,104.0,79.0
2,3559,56.0,17.0,0.0,3.0,3.0,106.0,100.0,0.0,100.0,68.0
2,3561,66.0,14.0,1.0,4.0,4.0,104.0,104.0,97.0,95.0,82.0
2,3590,66.0,14.0,0.0,3.0,4.0,104.0,100.0,0.0,100.0,88.0
2,3590,57.0,10.0,0.0,1.0,5.0,104.0,108.0,0.0,100.0,93.0
2,3590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,3590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,3640,54.0,15.0,3.0,1.0,5.0,104.0,104.0,97.0,100.0,93.0
2,3640,2.0,1.0,0.0,1.0,0.0,79.0,97.0,0.0,86.0,0.0
2,3640,2.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0
2,3640,46.0,16.0,0.0,0.0,4.0,104.0,100.0,0.0,0.0,90.0
2,3676,43.0,10.0,1.0,2.0,6.0,104.0,102.0,104.0,88.0,93.0
2,3676,52.0,15.0,0.0,0.0,2.0,104.0,97.0,0.0,0.0,84.0
2,3686,1.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0
2,3696,55.0,14.0,0.0,2.0,2.0,100.0,99.0,0.0,75.0,82.0
2,3736,8.0,1.0,0.0,0.0,0.0,90.0,100.0,0.0,0.0,0.0
2,0163,29.0,6.0,0.0,0.0,0.0,104.0,100.0,0.0,0.0,0.0
2,0174,17.0,3.0,0.0,1.0,0.0,111.0,93.0,0.0,90.0,0.0
2,0174,8.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0
2,0174,6.0,0.0,0.0,0.0,0.0,106.0,0.0,0.0,0.0,0.0
2,0200,15.0,9.0,0.0,0.0,0.0,97.0,97.0,0.0,0.0,0.0
2,0206,39.0,12.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0
2,0208,37.0,11.0,0.0,0.0,0.0,97.0,104.0,0.0,0.0,0.0
2,0271,41.0,10.0,0.0,0.0,0.0,104.0,100.0,0.0,0.0,0.0
2,0305,24.0,4.0,0.0,0.0,0.0,95.0,95.0,0.0,0.0,0.0
2,0305,14.0,3.0,0.0,0.0,0.0,97.0,97.0,0.0,0.0,0.0
2,0333,43.0,7.0,0.0,0.0,0.0,100.0,97.0,0.0,0.0,0.0
2,0334,31.0,6.0,0.0,1.0,0.0,100.0,100.0,0.0,93.0,0.0
2,0447,64.0,16.0,2.0,1.0,1.0,97.0,97.0,91.0,90.0,97.0
2,0447,37.0,10.0,0.0,0.0,0.0,97.0,97.0,0.0,0.0,0.0
2,0447,39.0,10.0,0.0,1.0,0.0,100.0,99.0,0.0,100.0,0.0
2,0579,40.0,8.0,2.0,1.0,0.0,75.0,77.0,79.0,68.0,0.0
2,0579,12.0,4.0,0.0,0.0,0.0,102.0,95.0,0.0,0.0,0.0
2,0579,50.0,7.0,1.0,1.0,0.0,97.0,97.0,93.0,86.0,0.0
2,0608,13.0,4.0,0.0,0.0,0.0,104.0,109.0,0.0,0.0,0.0
2,0608,29.0,7.0,0.0,0.0,0.0,104.0,104.0,0.0,0.0,0.0
2,0610,47.0,10.0,1.0,0.0,0.0,104.0,100.0,82.0,0.0,0.0
3,0005,25.0,2.0,0.0,0.0,0.0,90.0,82.0,0.0,0.0,0.0
3,0017,0.0,5.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0
3,0017,28.0,4.0,0.0,0.0,0.0,90.0,82.0,0.0,0.0,0.0
3,0029,36.0,2.0,0.0,0.0,0.0,93.0,84.0,0.0,0.0,0.0
3,0029,36.0,3.0,0.0,1.0,0.0,93.0,97.0,0.0,93.0,0.0
3,0061,35.0,8.0,0.0,1.0,0.0,100.0,91.0,0.0,79.0,0.0
3,0061,40.0,11.0,0.0,2.0,1.0,97.0,97.0,0.0,99.0,86.0
3,0099,52.0,12.0,0.0,1.0,1.0,97.0,93.0,0.0,68.0,61.0
3,0099,16.0,5.0,1.0,3.0,1.0,93.0,100.0,79.0,97.0,64.0
3,0099,8.0,5.0,0.0,0.0,0.0,108.0,115.0,0.0,0.0,0.0
3,0099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0099,9.0,4.0,0.0,1.0,0.0,72.0,64.0,0.0,64.0,0.0
3,0147,28.0,4.0,1.0,2.0,4.0,90.0,84.0,79.0,84.0,79.0
3,0147,5.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0
3,0147,11.0,2.0,0.0,0.0,0.0,93.0,93.0,0.0,0.0,0.0
3,0147,32.0,7.0,0.0,5.0,1.0,99.0,100.0,0.0,97.0,86.0
3,0153,59.0,8.0,0.0,2.0,2.0,100.0,97.0,0.0,93.0,93.0
3,0153,36.0,5.0,0.0,2.0,2.0,100.0,97.0,0.0,88.0,88.0
3,0182,35.0,8.0,0.0,5.0,5.0,97.0,99.0,0.0,93.0,82.0
3,0213,37.0,7.0,0.0,2.0,2.0,100.0,100.0,0.0,88.0,86.0
3,0233,32.0,3.0,0.0,3.0,1.0,93.0,104.0,0.0,93.0,86.0
3,0248,68.0,8.0,2.0,4.0,4.0,99.0,88.0,100.0,95.0,86.0
3,0256,75.0,15.0,1.0,5.0,0.0,97.0,93.0,82.0,90.0,0.0
3,0264,65.0,7.0,0.0,2.0,3.0,97.0,93.0,0.0,100.0,93.0
3,0293,73.0,19.0,5.0,1.0,1.0,100.0,100.0,86.0,100.0,75.0
3,0293,62.0,13.0,5.0,1.0,1.0,99.0,100.0,93.0,86.0,104.0
3,0339,100.0,16.0,5.0,5.0,4.0,99.0,100.0,90.0,86.0,86.0
3,0339,41.0,5.0,1.0,2.0,1.0,100.0,97.0,86.0,79.0,97.0
3,0340,97.0,14.0,2.0,3.0,2.0,104.0,104.0,93.0,90.0,93.0
3,0340,20.0,7.0,0.0,0.0,0.0,100.0,111.0,0.0,0.0,0.0
3,0376,108.0,25.0,2.0,9.0,4.0,97.0,97.0,90.0,90.0,91.0
3,0376,61.0,9.0,2.0,4.0,1.0,97.0,97.0,90.0,77.0,39.0
3,0413,70.0,12.0,4.0,6.0,2.0,100.0,100.0,93.0,91.0,88.0
3,0413,75.0,14.0,1.0,1.0,1.0,100.0,102.0,90.0,90.0,90.0
3,0467,85.0,9.0,2.0,8.0,1.0,100.0,97.0,84.0,79.0,82.0
3,0467,56.0,9.0,1.0,2.0,3.0,100.0,104.0,93.0,109.0,90.0
3,0492,81.0,12.0,1.0,6.0,8.0,104.0,93.0,97.0,93.0,86.0
3,0492,61.0,12.0,1.0,2.0,3.0,100.0,100.0,93.0,95.0,90.0
3,0511,76.0,17.0,1.0,5.0,8.0,108.0,97.0,97.0,100.0,95.0
3,0511,60.0,6.0,2.0,4.0,5.0,95.0,100.0,90.0,88.0,82.0
3,0511,3.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0
3,0511,1.0,0.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0
3,0532,62.0,14.0,1.0,5.0,6.0,100.0,100.0,97.0,93.0,84.0
3,0532,5.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0
3,0532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0532,12.0,1.0,0.0,1.0,1.0,3.0,3.0,0.0,3.0,3.0
3,0532,86.0,14.0,1.0,3.0,3.0,97.0,93.0,100.0,86.0,86.0
3,0557,93.0,21.0,1.0,3.0,8.0,100.0,104.0,90.0,93.0,82.0
3,0557,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0557,54.0,12.0,3.0,0.0,4.0,97.0,100.0,100.0,0.0,82.0
3,0578,40.0,5.0,1.0,2.0,2.0,100.0,90.0,100.0,81.0,86.0
3,0578,13.0,6.0,0.0,0.0,0.0,97.0,93.0,0.0,0.0,0.0
3,0584,95.0,11.0,2.0,4.0,4.0,104.0,104.0,91.0,88.0,81.0
3,0633,56.0,8.0,2.0,6.0,2.0,104.0,93.0,61.0,90.0,84.0
3,0633,9.0,5.0,0.0,1.0,0.0,104.0,104.0,0.0,14.0,0.0
3,0633,45.0,10.0,0.0,4.0,3.0,97.0,93.0,0.0,86.0,79.0
3,0664,57.0,9.0,2.0,6.0,6.0,100.0,100.0,93.0,91.0,88.0
3,0664,46.0,10.0,1.0,5.0,7.0,104.0,97.0,86.0,93.0,79.0
3,0681,71.0,11.0,2.0,4.0,8.0,104.0,97.0,97.0,90.0,88.0
3,0681,39.0,10.0,0.0,5.0,4.0,97.0,95.0,0.0,86.0,64.0
3,0699,57.0,14.0,2.0,2.0,8.0,97.0,95.0,93.0,82.0,86.0
3,0699,44.0,7.0,0.0,5.0,2.0,102.0,97.0,0.0,93.0,86.0
3,0750,61.0,12.0,1.0,2.0,4.0,104.0,104.0,100.0,91.0,93.0
3,0750,29.0,13.0,1.0,0.0,0.0,108.0,104.0,100.0,0.0,0.0
3,0750,68.0,24.0,3.0,5.0,5.0,102.0,104.0,97.0,93.0,82.0
3,0880,106.0,16.0,2.0,3.0,7.0,100.0,95.0,88.0,97.0,79.0
3,0880,74.0,12.0,2.0,4.0,2.0,104.0,102.0,95.0,93.0,90.0
3,0928,87.0,21.0,2.0,6.0,7.0,104.0,104.0,95.0,95.0,90.0
3,0928,60.0,6.0,1.0,3.0,3.0,104.0,104.0,97.0,97.0,93.0
3,0950,52.0,7.0,1.0,3.0,1.0,104.0,104.0,97.0,93.0,90.0
3,0956,63.0,14.0,1.0,6.0,5.0,104.0,104.0,100.0,91.0,86.0
3,0979,66.0,27.0,1.0,4.0,3.0,104.0,100.0,97.0,93.0,75.0
3,0980,50.0,10.0,2.0,0.0,2.0,104.0,97.0,93.0,0.0,88.0
3,0980,1.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0
3,0980,23.0,1.0,0.0,0.0,4.0,93.0,82.0,0.0,0.0,82.0
3,1045,92.0,26.0,0.0,0.0,4.0,100.0,102.0,0.0,0.0,90.0
3,1045,26.0,2.0,0.0,0.0,1.0,100.0,97.0,0.0,0.0,97.0
3,1045,2.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0
3,1045,57.0,5.0,2.0,2.0,4.0,104.0,100.0,97.0,99.0,86.0
3,1123,108.0,22.0,3.0,3.0,2.0,104.0,102.0,97.0,82.0,93.0
3,1123,49.0,10.0,4.0,0.0,2.0,104.0,100.0,91.0,0.0,84.0
3,1292,120.0,16.0,2.0,4.0,2.0,104.0,100.0,97.0,91.0,90.0
3,1292,44.0,12.0,4.0,5.0,2.0,100.0,97.0,93.0,86.0,79.0
3,1389,98.0,13.0,1.0,4.0,2.0,108.0,104.0,100.0,93.0,88.0
3,1389,57.0,7.0,4.0,1.0,2.0,104.0,100.0,90.0,82.0,82.0
3,1465,74.0,19.0,1.0,5.0,1.0,106.0,104.0,97.0,93.0,97.0
3,1465,63.0,10.0,9.0,1.0,1.0,104.0,106.0,90.0,82.0,100.0
3,1572,84.0,13.0,1.0,4.0,5.0,104.0,104.0,97.0,81.0,86.0
3,1572,59.0,11.0,4.0,1.0,1.0,108.0,108.0,90.0,100.0,93.0
3,1621,71.0,13.0,3.0,7.0,5.0,108.0,108.0,97.0,93.0,86.0
3,1621,64.0,9.0,2.0,2.0,0.0,109.0,111.0,54.0,93.0,0.0
3,1621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1664,73.0,17.0,5.0,2.0,6.0,108.0,108.0,97.0,95.0,73.0
3,1664,5.0,1.0,0.0,1.0,0.0,97.0,104.0,0.0,93.0,0.0
3,1664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1664,47.0,15.0,2.0,1.0,1.0,108.0,104.0,88.0,90.0,100.0
3,1699,73.0,10.0,1.0,5.0,3.0,111.0,108.0,100.0,93.0,97.0
3,1699,34.0,7.0,2.0,1.0,3.0,108.0,100.0,91.0,86.0,86.0
3,1774,64.0,8.0,1.0,7.0,5.0,111.0,97.0,93.0,97.0,82.0
3,1774,30.0,14.0,2.0,1.0,1.0,115.0,108.0,5.0,86.0,79.0
3,1802,85.0,15.0,0.0,5.0,1.0,108.0,108.0,0.0,86.0,90.0
3,1802,33.0,12.0,3.0,2.0,2.0,108.0,108.0,97.0,109.0,84.0
3,1839,89.0,21.0,2.0,7.0,2.0,108.0,108.0,97.0,82.0,86.0
3,1839,43.0,15.0,2.0,1.0,2.0,108.0,108.0,93.0,97.0,81.0
3,1906,82.0,11.0,0.0,6.0,1.0,108.0,104.0,0.0,91.0,79.0
3,1906,64.0,10.0,1.0,2.0,4.0,111.0,102.0,97.0,95.0,81.0
3,1906,3.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0
3,1906,2.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0
3,1960,69.0,19.0,2.0,5.0,3.0,115.0,111.0,100.0,93.0,86.0
3,1960,15.0,6.0,0.0,2.0,5.0,79.0,82.0,0.0,75.0,64.0
3,1960,8.0,2.0,0.0,0.0,0.0,90.0,77.0,0.0,0.0,0.0
3,1960,53.0,10.0,0.0,3.0,3.0,108.0,113.0,0.0,90.0,79.0
3,2011,96.0,22.0,2.0,8.0,7.0,111.0,106.0,68.0,102.0,93.0
3,2011,54.0,12.0,4.0,4.0,4.0,108.0,111.0,95.0,84.0,84.0
3,2089,104.0,15.0,1.0,10.0,6.0,111.0,108.0,97.0,99.0,90.0
3,2089,55.0,7.0,5.0,2.0,7.0,111.0,111.0,93.0,102.0,86.0
3,2156,88.0,22.0,1.0,8.0,8.0,111.0,108.0,104.0,88.0,86.0
3,2156,57.0,11.0,2.0,3.0,7.0,111.0,104.0,77.0,90.0,86.0
3,2249,93.0,20.0,4.0,5.0,7.0,111.0,111.0,95.0,79.0,72.0
3,2249,37.0,7.0,1.0,6.0,7.0,108.0,104.0,39.0,81.0,79.0
3,2322,89.0,20.0,2.0,11.0,8.0,108.0,97.0,57.0,86.0,91.0
3,2322,42.0,12.0,3.0,3.0,2.0,111.0,102.0,97.0,104.0,90.0
3,2394,89.0,18.0,3.0,3.0,0.0,111.0,109.0,100.0,97.0,0.0
3,2394,39.0,11.0,3.0,4.0,3.0,111.0,111.0,93.0,93.0,86.0
3,2425,74.0,13.0,3.0,9.0,8.0,115.0,111.0,93.0,104.0,86.0
3,2425,42.0,16.0,2.0,3.0,2.0,111.0,108.0,102.0,97.0,84.0
3,2472,51.0,10.0,0.0,4.0,8.0,111.0,108.0,0.0,97.0,90.0
3,2472,43.0,16.0,4.0,2.0,2.0,111.0,104.0,99.0,95.0,82.0
3,2514,57.0,8.0,0.0,9.0,13.0,111.0,102.0,0.0,93.0,75.0
3,2514,39.0,10.0,2.0,5.0,4.0,111.0,109.0,93.0,104.0,81.0
3,2603,48.0,10.0,2.0,6.0,12.0,111.0,111.0,84.0,79.0,82.0
3,2603,36.0,18.0,2.0,3.0,2.0,111.0,102.0,95.0,97.0,95.0
3,2674,36.0,8.0,1.0,8.0,14.0,111.0,104.0,93.0,91.0,82.0
3,2674,39.0,16.0,4.0,2.0,1.0,108.0,100.0,90.0,93.0,79.0
3,2714,39.0,11.0,2.0,4.0,7.0,111.0,100.0,99.0,91.0,90.0
3,2714,39.0,15.0,1.0,4.0,1.0,111.0,108.0,90.0,90.0,97.0
3,2827,35.0,11.0,2.0,7.0,9.0,111.0,108.0,97.0,82.0,79.0
3,2827,41.0,8.0,0.0,2.0,3.0,108.0,108.0,0.0,95.0,82.0
3,2866,49.0,20.0,0.0,2.0,2.0,111.0,109.0,0.0,97.0,70.0
3,2866,51.0,13.0,2.0,4.0,4.0,111.0,115.0,64.0,90.0,90.0
3,2930,36.0,18.0,0.0,4.0,5.0,118.0,109.0,0.0,99.0,75.0
3,2930,69.0,10.0,0.0,8.0,5.0,108.0,104.0,0.0,99.0,82.0
3,3019,50.0,13.0,2.0,5.0,11.0,111.0,108.0,97.0,79.0,79.0
3,3019,49.0,16.0,2.0,5.0,2.0,108.0,108.0,93.0,90.0,95.0
3,3083,56.0,15.0,1.0,7.0,19.0,111.0,104.0,97.0,93.0,79.0
3,3083,59.0,17.0,0.0,5.0,2.0,111.0,108.0,0.0,93.0,91.0
3,3126,54.0,12.0,1.0,4.0,3.0,115.0,111.0,97.0,88.0,86.0
3,3126,69.0,15.0,2.0,4.0,1.0,104.0,104.0,93.0,79.0,64.0
3,3126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3126,7.0,1.0,0.0,0.0,0.0,82.0,90.0,0.0,0.0,0.0
3,3185,51.0,15.0,1.0,4.0,6.0,111.0,104.0,97.0,81.0,75.0
3,3185,2.0,1.0,1.0,0.0,0.0,86.0,72.0,93.0,0.0,0.0
3,3185,1.0,0.0,0.0,0.0,0.0,118.0,0.0,0.0,0.0,0.0
3,3185,55.0,9.0,4.0,3.0,4.0,108.0,104.0,97.0,90.0,88.0
3,3227,47.0,13.0,0.0,3.0,8.0,108.0,104.0,0.0,97.0,86.0
3,3227,53.0,7.0,2.0,3.0,3.0,108.0,111.0,99.0,75.0,90.0
3,3252,42.0,10.0,1.0,3.0,8.0,108.0,100.0,68.0,100.0,91.0
3,3252,45.0,11.0,1.0,3.0,2.0,108.0,108.0,93.0,75.0,82.0
3,3286,38.0,8.0,1.0,3.0,9.0,108.0,106.0,90.0,93.0,90.0
3,3286,51.0,13.0,1.0,6.0,1.0,108.0,97.0,100.0,91.0,90.0
3,3366,40.0,10.0,1.0,4.0,9.0,109.0,102.0,93.0,93.0,86.0
3,3366,61.0,16.0,1.0,6.0,5.0,115.0,115.0,104.0,99.0,90.0
3,3398,51.0,11.0,0.0,0.0,5.0,111.0,108.0,0.0,0.0,90.0
3,3398,75.0,14.0,0.0,1.0,2.0,111.0,111.0,0.0,104.0,88.0
3,3460,42.0,11.0,0.0,1.0,5.0,108.0,104.0,0.0,79.0,72.0
3,3460,73.0,12.0,0.0,2.0,3.0,111.0,106.0,0.0,81.0,68.0
3,3535,72.0,13.0,0.0,5.0,3.0,108.0,104.0,0.0,72.0,61.0
3,3535,74.0,17.0,1.0,3.0,0.0,108.0,104.0,93.0,93.0,0.0
3,3559,58.0,4.0,0.0,0.0,6.0,106.0,104.0,0.0,0.0,93.0
3,3561,75.0,16.0,2.0,3.0,1.0,108.0,106.0,93.0,104.0,82.0
3,3590,50.0,5.0,0.0,2.0,5.0,102.0,104.0,0.0,91.0,90.0
3,3590,72.0,14.0,3.0,0.0,2.0,104.0,99.0,97.0,0.0,82.0
3,3590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3590,1.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0
3,3640,62.0,12.0,2.0,1.0,7.0,104.0,97.0,97.0,90.0,93.0
3,3640,4.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0
3,3640,4.0,0.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0
3,3640,62.0,12.0,0.0,0.0,6.0,104.0,97.0,0.0,0.0,88.0
3,3676,78.0,11.0,3.0,2.0,5.0,104.0,111.0,97.0,97.0,86.0
3,3676,52.0,9.0,0.0,0.0,7.0,104.0,100.0,0.0,0.0,90.0
3,3686,1.0,0.0,0.0,0.0,2.0,75.0,0.0,0.0,0.0,86.0
3,3696,54.0,17.0,2.0,2.0,6.0,99.0,100.0,90.0,77.0,72.0
3,3736,9.0,3.0,0.0,0.0,0.0,86.0,86.0,0.0,0.0,0.0
3,0163,19.0,4.0,1.0,0.0,0.0,104.0,97.0,82.0,0.0,0.0
3,0174,14.0,5.0,0.0,0.0,0.0,109.0,111.0,0.0,0.0,0.0
3,0174,2.0,1.0,0.0,0.0,0.0,106.0,108.0,0.0,0.0,0.0
3,0174,4.0,0.0,0.0,0.0,0.0,115.0,0.0,0.0,0.0,0.0
3,0200,22.0,3.0,0.0,0.0,0.0,100.0,93.0,0.0,0.0,0.0
3,0206,52.0,10.0,0.0,0.0,0.0,100.0,97.0,0.0,0.0,0.0
3,0208,53.0,9.0,0.0,0.0,0.0,104.0,100.0,0.0,0.0,0.0
3,0271,55.0,15.0,0.0,0.0,0.0,104.0,104.0,0.0,0.0,0.0
3,0305,19.0,4.0,0.0,0.0,0.0,100.0,93.0,0.0,0.0,0.0
3,0305,22.0,3.0,0.0,0.0,0.0,97.0,97.0,0.0,0.0,0.0
3,0333,34.0,15.0,0.0,0.0,0.0,100.0,97.0,0.0,0.0,0.0
3,0334,22.0,4.0,0.0,0.0,0.0,100.0,91.0,0.0,0.0,0.0
3,0447,58.0,8.0,1.0,1.0,0.0,100.0,97.0,93.0,86.0,0.0
3,0447,38.0,3.0,0.0,0.0,0.0,100.0,104.0,0.0,0.0,0.0
3,0447,36.0,5.0,1.0,0.0,0.0,100.0,108.0,10.0,0.0,0.0
3,0579,35.0,5.0,0.0,0.0,0.0,64.0,61.0,0.0,0.0,0.0
3,0579,15.0,2.0,1.0,0.0,0.0,104.0,93.0,93.0,0.0,0.0
3,0579,36.0,7.0,2.0,0.0,0.0,97.0,97.0,95.0,0.0,0.0
3,0608,15.0,6.0,0.0,0.0,0.0,111.0,100.0,0.0,0.0,0.0
