時間,地點1,小客車交通量,小貨車交通量,大客車交通量,大貨車交通量,聯結車交通量,小客車車速,小貨車車速,大客車車速,大貨車車速,聯結車車速
171,2472,117.0,57.0,2.0,18.0,12.0,108.0,104.0,93.0,64.0,79.0
171,2472,107.0,44.0,1.0,23.0,19.0,104.0,100.0,97.0,90.0,90.0
171,2514,116.0,65.0,3.0,30.0,16.0,104.0,104.0,90.0,86.0,86.0
171,2514,94.0,46.0,1.0,14.0,19.0,108.0,102.0,97.0,93.0,93.0
171,2603,108.0,50.0,2.0,18.0,14.0,108.0,104.0,95.0,97.0,82.0
171,2603,63.0,33.0,3.0,25.0,17.0,108.0,104.0,97.0,93.0,86.0
171,2674,114.0,41.0,3.0,25.0,22.0,104.0,97.0,97.0,90.0,86.0
171,2674,110.0,46.0,4.0,29.0,17.0,104.0,104.0,95.0,86.0,86.0
171,2714,117.0,49.0,2.0,19.0,13.0,108.0,100.0,100.0,90.0,86.0
171,2714,83.0,38.0,4.0,27.0,26.0,104.0,104.0,97.0,72.0,75.0
171,2827,91.0,37.0,3.0,18.0,17.0,108.0,104.0,93.0,93.0,86.0
171,2827,109.0,48.0,3.0,16.0,27.0,108.0,100.0,100.0,88.0,86.0
171,2866,116.0,55.0,8.0,21.0,22.0,108.0,104.0,97.0,82.0,86.0
171,2866,82.0,32.0,4.0,21.0,16.0,108.0,100.0,97.0,93.0,90.0
171,2930,105.0,38.0,7.0,14.0,19.0,108.0,104.0,93.0,93.0,90.0
171,2930,93.0,50.0,3.0,16.0,15.0,104.0,100.0,90.0,93.0,86.0
171,3019,133.0,54.0,7.0,27.0,18.0,104.0,104.0,93.0,97.0,88.0
171,3019,93.0,45.0,7.0,31.0,21.0,25.0,25.0,25.0,25.0,25.0
171,3083,126.0,51.0,4.0,17.0,26.0,104.0,100.0,99.0,93.0,88.0
171,3083,115.0,41.0,1.0,15.0,30.0,75.0,75.0,75.0,68.0,64.0
171,3126,123.0,61.0,3.0,28.0,26.0,104.0,104.0,97.0,90.0,86.0
171,3126,113.0,55.0,2.0,13.0,32.0,97.0,93.0,91.0,90.0,82.0
171,3126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,3126,2.0,2.0,1.0,3.0,2.0,88.0,86.0,79.0,79.0,77.0
171,3185,111.0,53.0,1.0,18.0,19.0,100.0,100.0,90.0,90.0,82.0
171,3185,17.0,8.0,0.0,2.0,1.0,82.0,81.0,0.0,77.0,75.0
171,3185,2.0,0.0,0.0,0.0,1.0,63.0,0.0,0.0,0.0,79.0
171,3185,122.0,72.0,0.0,20.0,30.0,97.0,93.0,0.0,82.0,82.0
171,3227,125.0,68.0,1.0,27.0,30.0,97.0,93.0,90.0,86.0,82.0
171,3227,131.0,70.0,2.0,26.0,45.0,100.0,97.0,79.0,88.0,86.0
171,3252,121.0,68.0,1.0,41.0,34.0,93.0,90.0,97.0,82.0,82.0
171,3252,103.0,61.0,2.0,24.0,39.0,100.0,97.0,86.0,84.0,86.0
171,3286,98.0,44.0,2.0,30.0,28.0,100.0,95.0,100.0,86.0,82.0
171,3286,123.0,76.0,3.0,30.0,35.0,93.0,90.0,82.0,86.0,82.0
171,3366,122.0,54.0,3.0,23.0,26.0,97.0,93.0,86.0,86.0,86.0
171,3366,140.0,78.0,4.0,29.0,43.0,100.0,100.0,91.0,93.0,90.0
171,3398,163.0,64.0,1.0,26.0,28.0,100.0,93.0,93.0,90.0,84.0
171,3398,155.0,67.0,2.0,21.0,35.0,90.0,90.0,84.0,79.0,79.0
171,3460,147.0,67.0,2.0,17.0,24.0,100.0,93.0,93.0,82.0,84.0
171,3460,162.0,87.0,0.0,22.0,48.0,90.0,86.0,0.0,82.0,79.0
171,3535,151.0,74.0,1.0,14.0,30.0,90.0,90.0,57.0,68.0,73.0
171,3535,166.0,83.0,0.0,12.0,49.0,86.0,86.0,0.0,79.0,79.0
171,3559,164.0,90.0,2.0,21.0,38.0,82.0,86.0,95.0,79.0,79.0
171,3561,144.0,66.0,2.0,18.0,44.0,86.0,82.0,84.0,75.0,79.0
171,3590,150.0,84.0,1.0,21.0,30.0,90.0,90.0,82.0,82.0,79.0
171,3590,137.0,75.0,3.0,28.0,53.0,90.0,79.0,75.0,79.0,79.0
171,3590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,3590,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,86.0,0.0
171,3640,149.0,75.0,3.0,17.0,42.0,90.0,90.0,82.0,82.0,82.0
171,3640,7.0,4.0,0.0,1.0,4.0,90.0,90.0,0.0,90.0,81.0
171,3640,6.0,1.0,0.0,0.0,0.0,91.0,72.0,0.0,0.0,0.0
171,3640,131.0,80.0,2.0,32.0,63.0,90.0,86.0,75.0,75.0,79.0
171,3676,152.0,63.0,1.0,25.0,74.0,90.0,82.0,68.0,79.0,79.0
171,3676,161.0,77.0,1.0,35.0,64.0,82.0,75.0,64.0,68.0,72.0
171,3686,7.0,3.0,1.0,0.0,30.0,82.0,72.0,79.0,0.0,75.0
171,3696,150.0,70.0,2.0,14.0,71.0,86.0,86.0,82.0,75.0,75.0
171,3736,5.0,6.0,1.0,8.0,27.0,79.0,82.0,72.0,75.0,72.0
171,0163,61.0,45.0,0.0,1.0,0.0,93.0,90.0,0.0,82.0,0.0
171,0174,35.0,19.0,3.0,1.0,0.0,104.0,100.0,93.0,100.0,0.0
171,0174,12.0,2.0,0.0,1.0,0.0,97.0,102.0,0.0,90.0,0.0
171,0174,24.0,10.0,0.0,0.0,0.0,99.0,99.0,0.0,0.0,0.0
171,0200,64.0,40.0,1.0,2.0,0.0,93.0,90.0,90.0,73.0,0.0
171,0206,137.0,61.0,1.0,1.0,0.0,90.0,90.0,86.0,79.0,0.0
171,0208,139.0,76.0,2.0,0.0,1.0,90.0,90.0,79.0,0.0,93.0
171,0271,161.0,79.0,1.0,2.0,0.0,90.0,90.0,86.0,86.0,0.0
171,0305,53.0,28.0,0.0,0.0,0.0,93.0,90.0,0.0,0.0,0.0
171,0305,59.0,25.0,0.0,0.0,0.0,90.0,90.0,0.0,0.0,0.0
171,0333,71.0,24.0,0.0,1.0,0.0,90.0,90.0,0.0,90.0,0.0
171,0334,67.0,26.0,1.0,2.0,0.0,90.0,82.0,90.0,81.0,0.0
171,0447,69.0,34.0,5.0,0.0,1.0,75.0,72.0,72.0,0.0,64.0
171,0447,90.0,22.0,1.0,0.0,0.0,95.0,91.0,90.0,0.0,0.0
171,0447,86.0,37.0,6.0,3.0,0.0,95.0,90.0,95.0,93.0,0.0
171,0579,112.0,42.0,3.0,0.0,0.0,97.0,93.0,93.0,0.0,0.0
171,0579,22.0,13.0,0.0,2.0,0.0,61.0,57.0,0.0,54.0,0.0
171,0579,74.0,26.0,2.0,1.0,1.0,79.0,79.0,81.0,86.0,72.0
171,0608,58.0,21.0,1.0,0.0,0.0,72.0,75.0,75.0,0.0,0.0
171,0608,65.0,20.0,2.0,0.0,0.0,86.0,88.0,79.0,0.0,0.0
171,0610,93.0,36.0,2.0,0.0,0.0,64.0,64.0,61.0,0.0,0.0
172,0005,76.0,27.0,2.0,1.0,0.0,81.0,82.0,86.0,93.0,0.0
172,0017,0.0,17.0,3.0,0.0,0.0,0.0,86.0,86.0,0.0,0.0
172,0017,98.0,31.0,3.0,4.0,2.0,86.0,82.0,86.0,79.0,73.0
172,0029,61.0,26.0,4.0,3.0,2.0,90.0,86.0,91.0,72.0,88.0
172,0029,108.0,40.0,4.0,3.0,6.0,88.0,86.0,82.0,79.0,77.0
172,0061,87.0,36.0,4.0,1.0,2.0,93.0,86.0,90.0,86.0,79.0
172,0061,161.0,58.0,5.0,7.0,16.0,86.0,86.0,79.0,79.0,77.0
172,0099,126.0,52.0,7.0,9.0,13.0,86.0,82.0,82.0,64.0,57.0
172,0099,89.0,20.0,4.0,10.0,18.0,82.0,82.0,77.0,75.0,79.0
172,0099,42.0,20.0,1.0,0.0,0.0,100.0,102.0,100.0,0.0,0.0
172,0099,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
172,0099,54.0,21.0,1.0,1.0,5.0,57.0,57.0,50.0,61.0,54.0
172,0147,62.0,23.0,4.0,8.0,7.0,86.0,86.0,86.0,79.0,79.0
172,0147,13.0,2.0,0.0,4.0,2.0,82.0,82.0,0.0,81.0,81.0
172,0147,27.0,11.0,0.0,7.0,2.0,82.0,79.0,0.0,79.0,72.0
172,0147,161.0,44.0,3.0,17.0,31.0,86.0,79.0,82.0,79.0,82.0
172,0153,118.0,66.0,4.0,23.0,21.0,79.0,79.0,72.0,82.0,79.0
172,0153,114.0,51.0,1.0,21.0,27.0,72.0,72.0,72.0,68.0,75.0
172,0182,111.0,55.0,0.0,19.0,43.0,57.0,54.0,0.0,54.0,54.0
172,0213,79.0,43.0,1.0,17.0,21.0,54.0,54.0,50.0,54.0,54.0
172,0233,66.0,25.0,3.0,15.0,25.0,28.0,28.0,28.0,28.0,28.0
172,0248,204.0,70.0,2.0,20.0,40.0,82.0,81.0,82.0,79.0,79.0
172,0256,205.0,72.0,3.0,16.0,19.0,57.0,54.0,43.0,54.0,54.0
172,0264,199.0,53.0,9.0,19.0,32.0,90.0,90.0,82.0,82.0,82.0
172,0293,223.0,62.0,9.0,20.0,27.0,82.0,82.0,75.0,79.0,79.0
172,0293,141.0,53.0,11.0,14.0,11.0,90.0,90.0,82.0,84.0,79.0
172,0339,248.0,112.0,6.0,20.0,20.0,79.0,75.0,73.0,72.0,68.0
172,0339,98.0,43.0,2.0,0.0,1.0,86.0,82.0,75.0,0.0,90.0
172,0340,182.0,50.0,11.0,9.0,9.0,90.0,90.0,86.0,79.0,82.0
172,0340,70.0,24.0,1.0,0.0,0.0,90.0,91.0,82.0,0.0,0.0
172,0376,230.0,98.0,6.0,19.0,13.0,32.0,32.0,34.0,32.0,36.0
172,0376,111.0,55.0,8.0,18.0,7.0,36.0,36.0,41.0,46.0,50.0
172,0413,174.0,67.0,3.0,20.0,19.0,93.0,90.0,75.0,82.0,82.0
172,0413,136.0,58.0,7.0,18.0,15.0,93.0,90.0,86.0,79.0,82.0
172,0467,174.0,61.0,1.0,20.0,9.0,86.0,82.0,79.0,75.0,75.0
172,0467,165.0,79.0,1.0,23.0,12.0,93.0,90.0,79.0,86.0,86.0
172,0492,163.0,63.0,4.0,21.0,15.0,90.0,86.0,88.0,79.0,79.0
172,0492,161.0,72.0,2.0,33.0,14.0,93.0,88.0,88.0,82.0,79.0
172,0511,169.0,70.0,5.0,24.0,20.0,93.0,90.0,86.0,86.0,82.0
172,0511,156.0,71.0,5.0,34.0,17.0,90.0,90.0,82.0,81.0,79.0
172,0511,7.0,4.0,0.0,0.0,1.0,72.0,66.0,0.0,0.0,64.0
172,0511,18.0,3.0,0.0,1.0,1.0,72.0,75.0,0.0,64.0,72.0
172,0532,146.0,75.0,4.0,26.0,18.0,86.0,86.0,82.0,79.0,79.0
172,0532,10.0,7.0,0.0,0.0,0.0,82.0,72.0,0.0,0.0,0.0
172,0532,4.0,0.0,0.0,2.0,0.0,46.0,0.0,0.0,48.0,0.0
172,0532,16.0,8.0,1.0,2.0,2.0,3.0,3.0,3.0,23.0,5.0
172,0532,217.0,107.0,5.0,50.0,22.0,50.0,50.0,46.0,46.0,46.0
172,0557,251.0,101.0,4.0,34.0,27.0,79.0,79.0,77.0,75.0,75.0
172,0557,17.0,12.0,1.0,2.0,1.0,0.0,0.0,0.0,18.0,0.0
172,0557,106.0,71.0,1.0,35.0,20.0,25.0,25.0,25.0,21.0,21.0
172,0578,105.0,58.0,0.0,30.0,22.0,54.0,54.0,0.0,46.0,46.0
172,0578,37.0,22.0,3.0,1.0,0.0,57.0,55.0,54.0,54.0,0.0
172,0584,171.0,83.0,1.0,29.0,23.0,82.0,82.0,72.0,75.0,75.0
172,0633,108.0,88.0,2.0,34.0,28.0,64.0,61.0,57.0,57.0,59.0
172,0633,45.0,24.0,0.0,0.0,0.0,61.0,61.0,0.0,0.0,0.0
172,0633,112.0,65.0,2.0,24.0,25.0,82.0,82.0,72.0,68.0,68.0
172,0664,129.0,61.0,2.0,31.0,22.0,93.0,86.0,81.0,82.0,82.0
172,0664,104.0,65.0,3.0,32.0,23.0,93.0,90.0,90.0,82.0,82.0
172,0681,156.0,64.0,1.0,34.0,29.0,93.0,90.0,104.0,82.0,82.0
172,0681,70.0,33.0,3.0,32.0,12.0,93.0,90.0,86.0,79.0,82.0
172,0699,105.0,48.0,2.0,28.0,21.0,93.0,88.0,81.0,79.0,82.0
172,0699,87.0,43.0,1.0,34.0,22.0,97.0,93.0,90.0,90.0,84.0
172,0750,97.0,47.0,2.0,32.0,26.0,97.0,93.0,93.0,84.0,90.0
172,0750,102.0,30.0,5.0,0.0,1.0,97.0,97.0,90.0,0.0,97.0
172,0750,143.0,54.0,1.0,12.0,8.0,97.0,93.0,90.0,90.0,84.0
172,0880,176.0,70.0,12.0,22.0,16.0,93.0,90.0,90.0,86.0,84.0
172,0880,149.0,51.0,5.0,22.0,13.0,93.0,93.0,86.0,86.0,86.0
172,0928,193.0,73.0,3.0,34.0,14.0,93.0,93.0,82.0,86.0,79.0
172,0928,112.0,33.0,7.0,22.0,17.0,97.0,97.0,90.0,90.0,90.0
172,0950,117.0,33.0,7.0,25.0,12.0,97.0,93.0,86.0,86.0,86.0
172,0956,126.0,52.0,1.0,28.0,9.0,97.0,90.0,93.0,86.0,82.0
172,0979,127.0,55.0,0.0,29.0,12.0,97.0,93.0,0.0,82.0,82.0
172,0980,91.0,37.0,3.0,13.0,2.0,100.0,97.0,93.0,90.0,82.0
172,0980,12.0,5.0,0.0,6.0,1.0,59.0,54.0,0.0,57.0,61.0
172,0980,82.0,33.0,1.0,13.0,11.0,81.0,79.0,75.0,79.0,75.0
172,1045,139.0,41.0,4.0,17.0,7.0,100.0,93.0,86.0,82.0,79.0
172,1045,55.0,21.0,1.0,4.0,1.0,93.0,93.0,82.0,84.0,97.0
172,1045,6.0,2.0,0.0,0.0,0.0,52.0,73.0,0.0,0.0,0.0
172,1045,88.0,42.0,1.0,15.0,3.0,104.0,97.0,97.0,86.0,86.0
172,1123,137.0,39.0,8.0,12.0,8.0,100.0,100.0,93.0,90.0,90.0
172,1123,96.0,33.0,2.0,13.0,4.0,104.0,97.0,95.0,86.0,86.0
172,1292,136.0,53.0,3.0,19.0,5.0,104.0,100.0,90.0,86.0,68.0
172,1292,87.0,52.0,5.0,15.0,3.0,100.0,97.0,93.0,93.0,86.0
172,1389,138.0,36.0,2.0,8.0,8.0,104.0,102.0,91.0,90.0,90.0
172,1389,101.0,34.0,3.0,15.0,5.0,104.0,97.0,93.0,86.0,86.0
172,1465,134.0,42.0,6.0,16.0,10.0,104.0,104.0,95.0,91.0,90.0
172,1465,108.0,36.0,5.0,11.0,10.0,104.0,100.0,86.0,82.0,84.0
172,1572,132.0,42.0,5.0,10.0,9.0,104.0,100.0,90.0,88.0,86.0
172,1572,125.0,33.0,6.0,11.0,7.0,104.0,100.0,95.0,86.0,86.0
172,1621,163.0,51.0,7.0,12.0,7.0,100.0,100.0,90.0,90.0,90.0
172,1621,101.0,42.0,7.0,6.0,0.0,104.0,100.0,97.0,86.0,0.0
172,1621,1.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,97.0,0.0
172,1621,4.0,5.0,0.0,0.0,0.0,86.0,82.0,0.0,0.0,0.0
172,1664,165.0,49.0,6.0,15.0,10.0,97.0,93.0,90.0,82.0,72.0
172,1664,19.0,11.0,0.0,3.0,0.0,93.0,97.0,0.0,79.0,0.0
172,1664,4.0,4.0,0.0,0.0,0.0,86.0,48.0,0.0,0.0,0.0
172,1664,102.0,44.0,7.0,13.0,4.0,25.0,25.0,21.0,21.0,23.0
172,1699,189.0,62.0,5.0,22.0,12.0,93.0,90.0,90.0,88.0,88.0
172,1699,113.0,41.0,2.0,9.0,4.0,46.0,46.0,36.0,36.0,36.0
172,1774,179.0,73.0,8.0,21.0,12.0,97.0,93.0,86.0,86.0,88.0
172,1774,83.0,48.0,1.0,11.0,9.0,104.0,100.0,7.0,93.0,93.0
172,1802,124.0,60.0,5.0,18.0,10.0,100.0,100.0,93.0,90.0,86.0
172,1802,115.0,52.0,2.0,9.0,6.0,108.0,100.0,93.0,90.0,93.0
172,1839,137.0,53.0,5.0,13.0,8.0,100.0,100.0,97.0,86.0,86.0
172,1839,112.0,56.0,2.0,15.0,3.0,100.0,97.0,97.0,90.0,82.0
172,1906,175.0,68.0,5.0,23.0,10.0,97.0,93.0,90.0,90.0,86.0
172,1906,114.0,47.0,3.0,18.0,8.0,104.0,97.0,93.0,93.0,90.0
172,1906,5.0,8.0,0.0,1.0,1.0,72.0,70.0,0.0,64.0,72.0
172,1906,8.0,3.0,1.0,3.0,1.0,79.0,68.0,72.0,72.0,72.0
172,1960,145.0,70.0,9.0,19.0,16.0,100.0,104.0,93.0,93.0,90.0
172,1960,44.0,20.0,0.0,5.0,12.0,75.0,72.0,0.0,68.0,68.0
172,1960,38.0,24.0,0.0,5.0,1.0,72.0,72.0,0.0,68.0,61.0
172,1960,130.0,57.0,2.0,31.0,26.0,104.0,100.0,88.0,93.0,86.0
172,2011,169.0,75.0,3.0,23.0,19.0,97.0,97.0,90.0,90.0,82.0
172,2011,117.0,63.0,5.0,31.0,31.0,100.0,97.0,90.0,90.0,86.0
172,2089,170.0,67.0,2.0,24.0,13.0,100.0,97.0,82.0,90.0,82.0
172,2089,144.0,75.0,1.0,25.0,32.0,100.0,100.0,90.0,93.0,86.0
172,2156,167.0,48.0,8.0,28.0,23.0,100.0,100.0,93.0,93.0,82.0
172,2156,139.0,70.0,2.0,29.0,24.0,104.0,104.0,99.0,90.0,90.0
172,2249,164.0,48.0,2.0,26.0,18.0,104.0,104.0,97.0,68.0,75.0
172,2249,125.0,41.0,6.0,23.0,18.0,104.0,100.0,82.0,90.0,90.0
172,2322,146.0,73.0,2.0,21.0,10.0,97.0,93.0,90.0,90.0,81.0
172,2322,130.0,59.0,5.0,27.0,24.0,104.0,97.0,93.0,93.0,90.0
172,2394,132.0,79.0,2.0,22.0,10.0,104.0,100.0,97.0,93.0,81.0
172,2394,117.0,37.0,2.0,28.0,28.0,108.0,100.0,95.0,91.0,90.0
172,2425,125.0,63.0,5.0,35.0,10.0,108.0,104.0,97.0,93.0,82.0
172,2425,117.0,44.0,2.0,23.0,27.0,108.0,102.0,100.0,93.0,90.0
172,2472,111.0,59.0,2.0,21.0,11.0,108.0,108.0,97.0,57.0,75.0
172,2472,135.0,51.0,6.0,20.0,26.0,104.0,100.0,99.0,90.0,86.0
172,2514,120.0,46.0,5.0,17.0,14.0,104.0,100.0,93.0,90.0,86.0
172,2514,92.0,44.0,2.0,24.0,23.0,108.0,104.0,91.0,93.0,90.0
172,2603,130.0,51.0,6.0,23.0,22.0,104.0,100.0,100.0,90.0,86.0
172,2603,91.0,33.0,1.0,10.0,20.0,108.0,108.0,93.0,90.0,91.0
172,2674,91.0,33.0,2.0,17.0,13.0,104.0,100.0,93.0,90.0,86.0
172,2674,90.0,41.0,2.0,20.0,23.0,108.0,104.0,95.0,97.0,90.0
172,2714,115.0,40.0,7.0,28.0,17.0,108.0,104.0,93.0,91.0,86.0
172,2714,101.0,39.0,3.0,29.0,19.0,108.0,104.0,93.0,90.0,90.0
172,2827,97.0,42.0,8.0,18.0,24.0,104.0,104.0,97.0,88.0,86.0
172,2827,111.0,42.0,2.0,30.0,31.0,104.0,100.0,97.0,93.0,86.0
172,2866,113.0,40.0,6.0,23.0,19.0,108.0,108.0,91.0,93.0,86.0
172,2866,106.0,39.0,7.0,18.0,23.0,108.0,104.0,93.0,91.0,90.0
172,2930,117.0,47.0,4.0,16.0,15.0,108.0,104.0,86.0,93.0,90.0
172,2930,109.0,45.0,3.0,23.0,19.0,104.0,104.0,97.0,93.0,90.0
172,3019,123.0,52.0,2.0,14.0,28.0,100.0,97.0,93.0,93.0,86.0
172,3019,75.0,35.0,2.0,11.0,23.0,25.0,25.0,14.0,25.0,25.0
172,3083,122.0,53.0,1.0,32.0,25.0,104.0,104.0,97.0,93.0,86.0
172,3083,91.0,50.0,7.0,30.0,22.0,75.0,72.0,57.0,57.0,57.0
172,3126,122.0,64.0,4.0,21.0,24.0,100.0,100.0,95.0,93.0,86.0
172,3126,121.0,48.0,0.0,15.0,28.0,97.0,97.0,0.0,86.0,79.0
172,3126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,3126,3.0,1.0,0.0,2.0,0.0,86.0,82.0,0.0,54.0,0.0
172,3185,119.0,61.0,0.0,22.0,34.0,100.0,97.0,0.0,90.0,86.0
172,3185,13.0,7.0,0.0,0.0,0.0,86.0,82.0,0.0,0.0,0.0
172,3185,2.0,1.0,0.0,1.0,1.0,46.0,82.0,0.0,21.0,97.0
172,3185,136.0,60.0,1.0,20.0,29.0,90.0,90.0,75.0,82.0,82.0
172,3227,131.0,69.0,3.0,26.0,17.0,97.0,93.0,86.0,90.0,82.0
172,3227,153.0,56.0,2.0,28.0,31.0,93.0,93.0,88.0,84.0,82.0
172,3252,127.0,67.0,1.0,27.0,27.0,97.0,97.0,93.0,86.0,86.0
172,3252,96.0,52.0,1.0,19.0,41.0,104.0,100.0,68.0,90.0,86.0
172,3286,99.0,55.0,1.0,20.0,30.0,100.0,97.0,72.0,95.0,86.0
172,3286,130.0,63.0,2.0,25.0,37.0,97.0,93.0,86.0,86.0,86.0
172,3366,122.0,56.0,1.0,21.0,24.0,93.0,93.0,82.0,86.0,82.0
172,3366,188.0,77.0,3.0,29.0,48.0,90.0,90.0,82.0,86.0,82.0
172,3398,151.0,84.0,0.0,17.0,27.0,100.0,100.0,0.0,90.0,86.0
172,3398,146.0,75.0,2.0,25.0,38.0,93.0,90.0,86.0,86.0,84.0
172,3460,144.0,82.0,3.0,17.0,26.0,97.0,93.0,90.0,90.0,82.0
172,3460,129.0,70.0,3.0,23.0,46.0,93.0,90.0,82.0,79.0,79.0
172,3535,142.0,89.0,0.0,34.0,44.0,86.0,82.0,0.0,72.0,75.0
172,3535,165.0,74.0,1.0,31.0,45.0,90.0,86.0,82.0,72.0,75.0
172,3559,139.0,73.0,1.0,15.0,43.0,90.0,86.0,79.0,79.0,79.0
172,3561,187.0,80.0,2.0,14.0,46.0,82.0,82.0,84.0,81.0,75.0
172,3590,143.0,70.0,1.0,14.0,45.0,90.0,86.0,79.0,79.0,79.0
172,3590,161.0,66.0,2.0,22.0,54.0,86.0,86.0,81.0,79.0,79.0
172,3590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,3590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,3640,145.0,67.0,1.0,21.0,61.0,93.0,90.0,86.0,82.0,82.0
172,3640,10.0,4.0,0.0,0.0,5.0,97.0,99.0,0.0,0.0,82.0
172,3640,4.0,3.0,0.0,0.0,0.0,93.0,82.0,0.0,0.0,0.0
172,3640,171.0,71.0,3.0,27.0,75.0,90.0,82.0,79.0,79.0,79.0
172,3676,142.0,56.0,3.0,30.0,66.0,91.0,90.0,79.0,82.0,82.0
172,3676,156.0,82.0,7.0,28.0,81.0,90.0,79.0,75.0,75.0,75.0
172,3686,10.0,6.0,0.0,5.0,34.0,82.0,86.0,0.0,72.0,72.0
172,3696,113.0,64.0,2.0,28.0,57.0,90.0,82.0,75.0,79.0,75.0
172,3736,10.0,11.0,0.0,8.0,21.0,81.0,82.0,0.0,72.0,72.0
172,0163,57.0,43.0,0.0,0.0,0.0,90.0,90.0,0.0,0.0,0.0
172,0174,42.0,16.0,1.0,1.0,0.0,100.0,97.0,104.0,100.0,0.0
172,0174,8.0,3.0,0.0,0.0,0.0,97.0,100.0,0.0,0.0,0.0
172,0174,22.0,20.0,0.0,0.0,0.0,99.0,99.0,0.0,0.0,0.0
172,0200,57.0,26.0,0.0,2.0,0.0,93.0,90.0,0.0,91.0,0.0
172,0206,144.0,83.0,1.0,1.0,1.0,90.0,90.0,79.0,82.0,100.0
172,0208,139.0,69.0,2.0,3.0,0.0,90.0,90.0,91.0,93.0,0.0
172,0271,157.0,79.0,3.0,1.0,1.0,86.0,82.0,90.0,90.0,72.0
172,0305,63.0,25.0,1.0,0.0,0.0,93.0,93.0,79.0,0.0,0.0
172,0305,74.0,23.0,1.0,0.0,0.0,97.0,90.0,82.0,0.0,0.0
172,0333,85.0,23.0,1.0,1.0,1.0,93.0,86.0,82.0,97.0,86.0
172,0334,54.0,15.0,1.0,1.0,0.0,90.0,86.0,82.0,90.0,0.0
172,0447,89.0,29.0,3.0,0.0,0.0,79.0,75.0,68.0,0.0,0.0
172,0447,80.0,28.0,2.0,2.0,0.0,93.0,91.0,95.0,86.0,0.0
172,0447,95.0,36.0,1.0,2.0,0.0,90.0,90.0,97.0,90.0,0.0
172,0579,74.0,46.0,1.0,1.0,0.0,97.0,97.0,90.0,79.0,0.0
172,0579,36.0,15.0,0.0,1.0,0.0,57.0,64.0,0.0,64.0,0.0
172,0579,60.0,20.0,4.0,2.0,0.0,86.0,82.0,82.0,84.0,0.0
172,0608,54.0,25.0,0.0,0.0,0.0,79.0,79.0,0.0,0.0,0.0
172,0608,73.0,29.0,4.0,0.0,0.0,90.0,86.0,88.0,0.0,0.0
172,0610,93.0,32.0,6.0,0.0,1.0,61.0,59.0,57.0,0.0,64.0
173,0005,64.0,24.0,2.0,0.0,0.0,82.0,81.0,77.0,0.0,0.0
173,0017,0.0,10.0,2.0,1.0,0.0,0.0,86.0,93.0,68.0,0.0
173,0017,82.0,34.0,4.0,3.0,3.0,86.0,82.0,73.0,68.0,64.0
173,0029,63.0,16.0,1.0,1.0,1.0,90.0,86.0,75.0,68.0,82.0
173,0029,124.0,37.0,2.0,3.0,6.0,86.0,82.0,79.0,75.0,66.0
173,0061,81.0,25.0,2.0,7.0,3.0,93.0,86.0,77.0,90.0,90.0
173,0061,195.0,63.0,4.0,5.0,15.0,82.0,82.0,75.0,75.0,72.0
173,0099,128.0,58.0,6.0,8.0,8.0,75.0,75.0,70.0,61.0,70.0
173,0099,84.0,20.0,5.0,3.0,16.0,82.0,82.0,75.0,72.0,75.0
173,0099,37.0,20.0,3.0,1.0,0.0,100.0,99.0,93.0,100.0,0.0
173,0099,1.0,1.0,0.0,0.0,0.0,93.0,7.0,0.0,0.0,0.0
173,0099,50.0,22.0,0.0,4.0,4.0,57.0,57.0,0.0,55.0,59.0
173,0147,57.0,35.0,3.0,3.0,6.0,86.0,82.0,79.0,82.0,84.0
173,0147,10.0,5.0,0.0,3.0,8.0,86.0,86.0,0.0,61.0,77.0
173,0147,22.0,9.0,0.0,6.0,6.0,86.0,86.0,0.0,82.0,82.0
173,0147,134.0,43.0,5.0,16.0,28.0,82.0,79.0,72.0,81.0,79.0
173,0153,145.0,48.0,3.0,19.0,29.0,82.0,82.0,86.0,79.0,82.0
173,0153,109.0,46.0,1.0,17.0,33.0,75.0,75.0,64.0,75.0,75.0
173,0182,122.0,63.0,4.0,26.0,23.0,57.0,57.0,54.0,57.0,57.0
173,0213,85.0,32.0,3.0,12.0,31.0,57.0,54.0,54.0,55.0,57.0
173,0233,69.0,33.0,1.0,14.0,25.0,25.0,25.0,28.0,25.0,28.0
173,0248,206.0,82.0,5.0,14.0,27.0,86.0,82.0,90.0,82.0,82.0
173,0256,207.0,58.0,5.0,19.0,20.0,46.0,46.0,46.0,39.0,39.0
173,0264,190.0,75.0,6.0,23.0,33.0,93.0,90.0,86.0,82.0,82.0
173,0293,208.0,53.0,9.0,22.0,20.0,86.0,86.0,79.0,81.0,79.0
173,0293,176.0,48.0,8.0,16.0,14.0,90.0,90.0,86.0,86.0,79.0
